OBJECTID,Date_Start,Date_Finish,Acres,FireCause,Lat,Long,DispatchCenterID,PredominantFuelGroup,State,Fire_Duration,Fire_Duration_Group,Address
11834,6/23/2021,6/27/2021,5,Human,43.43151,-105.3452,WYCPC,Grass,US-WY,4,Group-1,"Lazy Y Number 1 Reservoir, Antelope Coalmine Road, Converse County, Wyoming, United States"
11835,6/23/2021,6/24/2021,20,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,1,Group-1,"Pennington County, South Dakota, United States"
11836,6/19/2021,7/3/2021,4.745957976,Natural,66.68059,-151.4047,AKYTDC,Grass-Shrub,US-AK,,,"Unorganized Borough, Alaska, United States"
11837,6/23/2021,7/7/2021,7.97292258,Undetermined,44.38113,-105.4398,WYCPC,Unknown,US-WY,,,"Campbell County, Wyoming, United States"
11838,6/23/2021,7/7/2021,277.874289,Undetermined,33.362338,-117.102869,CAMVIC,Unknown,US-CA,,,"10601, Pala Road, San Diego County, California, 92059, United States"
11839,6/21/2021,7/5/2021,113.3801511,Natural,34.567217,-111.450083,AZFDC,Unknown,US-AZ,,,"Dirty Name Tank, Trail 76, Coconino County, Arizona, United States"
11840,6/18/2021,7/7/2021,214.5769478,Natural,37.33512,-112.0844,UTCDC,Grass-Shrub,US-UT,19,Group-2,"Kane County, Utah, United States"
11841,6/23/2021,7/7/2021,70.98077977,Human,44.64445,-104.0795,SDGPC,Timber,US-WY,,,"WY 24, Aladdin, Crook County, Wyoming, United States"
11842,6/24/2021,6/27/2021,4.02415468,Human,43.64497,-105.3621,WYCPC,Grass-Shrub,US-WY,3,Group-1,"Hilight Road, Campbell County, Wyoming, United States"
11843,6/23/2021,6/24/2021,0.96,Human,41.216667,-114.25,NVEIC,Brush,US-NV,1,Group-1,"Elko County, Nevada, United States"
11844,6/23/2021,6/25/2021,0.13,Natural,44.00417,-103.2417,SDGPC,Unknown,US-SD,2,Group-1,"8598, Vilrickson Place, Rapid City, Pennington County, South Dakota, 57702, United States"
11845,6/24/2021,7/1/2021,0.19,Natural,44.48976,-103.9238,SDGPC,Timber,US-SD,7,Group-1,"FSR 626.1, Brandon Subdivision, Lawrence County, South Dakota, United States"
11846,5/18/2021,5/18/2021,4,Natural,47.03694,-107.5459,MTMCC,Grass-Shrub,US-MT,0,Group-1,"Garfield County, Montana, United States"
11847,6/15/2021,6/15/2021,4,Natural,46.91936,-107.338,MTMCC,Grass,US-MT,0,Group-1,"Garfield County, Montana, United States"
11848,6/23/2021,6/25/2021,4,Natural,67.11662,-162.3163,AKGADC,Grass-Shrub,US-AK,2,Group-1,"Northwest Arctic, Alaska, 99752, United States"
11849,6/23/2021,6/25/2021,4,Natural,67.1333,-162.3162,AKGADC,Unknown,US-AK,2,Group-1,"Northwest Arctic, Alaska, 99752, United States"
11850,6/23/2021,7/7/2021,1,Undetermined,43.68546,-104.8636,WYCPC,Grass-Shrub,US-WY,,,"3376, WY 450, Weston County, Wyoming, 82701, United States"
11851,6/23/2021,7/8/2021,5.70546979,Natural,66.21661,-160.4665,AKGADC,Grass-Shrub,US-AK,15,Group-2,"Northwest Arctic, Alaska, 99752, United States"
11852,6/23/2021,7/8/2021,12.22183348,Natural,65.76668,-160.1664,AKGADC,Grass-Shrub,US-AK,15,Group-2,"Northwest Arctic, Alaska, 99752, United States"
11853,6/23/2021,7/4/2021,2.813505398,Natural,66.47911,-157.653,AKGADC,Timber,US-AK,11,Group-1,"Northwest Arctic, Alaska, 99752, United States"
11854,6/23/2021,6/24/2021,4.10544181,Natural,65.91662,-160.9499,AKGADC,Grass-Shrub,US-AK,1,Group-1,"Northwest Arctic, Alaska, 99752, United States"
11855,6/22/2021,7/6/2021,12.32826944,Natural,66.03384,-161.6257,AKGADC,Grass-Shrub,US-AK,14,Group-1,"Northwest Arctic, Alaska, 99752, United States"
11856,6/23/2021,7/6/2021,3.80915226,Natural,65.64995,-160.1832,AKGADC,Grass-Shrub,US-AK,13,Group-1,"Northwest Arctic, Alaska, 99752, United States"
11857,6/23/2021,7/8/2021,5.29253281,Natural,65.86662,-160.7665,AKGADC,Timber,US-AK,15,Group-2,"Northwest Arctic, Alaska, 99752, United States"
11858,6/22/2021,7/6/2021,1.91213873,Natural,65.64995,-160.0332,AKGADC,Grass-Shrub,US-AK,14,Group-1,"Northwest Arctic, Alaska, 99752, United States"
11859,6/23/2021,6/24/2021,1,Human,40.76775,-123.1361,CARICC,Grass,US-CA,1,Group-1,"CA 299, Helena, Trinity County, California, 96048, United States"
11860,5/30/2021,6/24/2021,0.1,Natural,47.57047697,-93.74467364,MNMNCC,Timber,US-MN,25,Group-2,"Itasca County, Minnesota, United States"
11861,6/18/2021,6/24/2021,0.25,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,6,Group-1,"Itasca County, Minnesota, United States"
11862,6/19/2021,7/3/2021,45496.69219,Natural,64.992983,-146.076317,AKNFDC,Unknown,US-AK,,,"Fairbanks North Star, Alaska, United States"
11863,6/11/2021,6/24/2021,4,Natural,45.36489,-103.07,MTMCC,Timber,US-SD,13,Group-1,"Harding County, South Dakota, United States"
11864,6/11/2021,6/24/2021,4,Natural,45.33078,-106.55,MTMCC,Grass,US-MT,13,Group-1,"Rosebud County, Montana, United States"
11865,6/21/2021,7/8/2021,0.1,Undetermined,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,17,Group-2,"Itasca County, Minnesota, United States"
11866,6/19/2021,7/3/2021,4,Natural,47.57047697,-93.74467364,MNMNCC,Timber,US-MN,,,"Itasca County, Minnesota, United States"
11867,6/14/2021,7/13/2021,3842,Human,42.6885,-112.8353,IDEIC,Unknown,US-ID,29,Group-2,"Cold Creek Road, Power County, Idaho, 83211, United States"
11868,6/15/2021,6/20/2021,267,Human,42.10744,-111.3955,IDEIC,Unknown,US-ID,5,Group-1,"Bear Lake County, Idaho, United States"
11869,6/24/2021,6/30/2021,0.1,Natural,41.40052,-121.4591,CAMICC,Unknown,US-CA,6,Group-1,"Siskiyou County, California, United States"
11870,6/22/2021,7/9/2021,0.1,Undetermined,41.57679,-120.769,CAMICC,Unknown,US-CA,17,Group-2,"Modoc County, California, United States"
11871,6/24/2021,6/27/2021,4,Natural,40.74465,-120.382483,CASIFC,Brush,US-CA,3,Group-1,"Lassen County, California, United States"
11873,6/23/2021,6/27/2021,0.93,Natural,43.99573,-119.3446,ORBIC,Unknown,US-OR,4,Group-1,"Grant County, Oregon, United States"
11874,6/24/2021,7/27/2021,0.08,Human,41.03948186,-87.10185229,INIIC,Grass,US-IN,33,Group-3,"200N, Jasper County, Indiana, 47978, United States"
11875,6/22/2021,7/21/2021,0.1,Natural,42.88214,-120.8489,ORLFC,Unknown,US-OR,29,Group-2,"National Forest Development Road 3004, Lake County, Oregon, United States"
11876,6/24/2021,6/29/2021,0.03,Natural,42.86709,-120.8688,ORLFC,Grass-Shrub,US-OR,5,Group-1,"National Forest Development Road 290, Lake County, Oregon, United States"
11877,6/24/2021,7/8/2021,144.52,Human,46.02386,-104.5799,MTMCC,Unknown,US-MT,,,"Plevna Road, Carter County, Montana, United States"
11878,6/24/2021,6/25/2021,0.11,Human,61.573033,-149.1082,AKMSSC,Unknown,US-AK,1,Group-1,"13626, East Cimarron Circle, Mountain Ranch Estates, Matanuska-Susitna, Alaska, 99645, United States"
11879,6/24/2021,7/8/2021,2.96,Human,44.18737,-106.75,WYCPC,Grass-Shrub,US-WY,,,"Johnson County, Wyoming, United States"
11880,6/24/2021,6/27/2021,0.32,Undetermined,44.20499,-106.2287,WYCPC,Grass-Shrub,US-WY,3,Group-1,"I 90, Johnson County, Wyoming, United States"
11881,6/24/2021,6/27/2021,0.03,Human,61.557741,-149.055253,AKMSSC,Unknown,US-AK,3,Group-1,"2248, Butte Drive, Matanuska-Susitna, Alaska, 99645, United States"
11882,6/24/2021,7/3/2021,1006.96972,Human,36.97127,-113.6879,UTCDC,Unknown,US-AZ,9,Group-1,"Veterans Memorial Highway, Mohave County, Arizona, United States"
11883,6/25/2021,7/9/2021,0.13,Undetermined,40.197217,-120.972117,CASIFC,Unknown,US-CA,,,"Plumas County, California, United States"
11884,6/24/2021,6/25/2021,0.1,Undetermined,47.036,-94.57085,MNMNCC,Timber,US-MN,1,Group-1,"North Country Trail, Cass County, Minnesota, United States"
11885,6/24/2021,6/29/2021,4,Human,47.24613,-107.1797,MTMCC,Grass,US-MT,5,Group-1,"Garfield County, Montana, United States"
11886,6/24/2021,6/29/2021,4,Natural,46.37675,-105.4521,MTMCC,Timber,US-MT,5,Group-1,"Custer County, Montana, United States"
11887,5/29/2021,6/12/2021,21501,Human,28.18582056,-81.96352249,FLFIC,Unknown,US-FL,,,"Wildlife Trail, Polk County, Florida, 33809, United States"
11888,6/24/2021,6/25/2021,0.2,Human,45.253783,-69.445469,NHNEC,Grass-Shrub,US-ME,1,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
11889,6/24/2021,6/25/2021,0.1,Human,45.253783,-69.445469,NHNEC,Grass-Shrub,US-ME,1,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
11890,6/24/2021,6/25/2021,0.2,Human,45.253783,-69.445469,NHNEC,Grass-Shrub,US-ME,1,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
11891,6/25/2021,7/9/2021,0.1,Undetermined,41.45605,-122.3323,CAYICC,Unknown,US-CA,,,"Siskiyou County, California, United States"
11892,6/19/2021,7/2/2021,1,Natural,37.09219,-108.0614,CODRC,Brush,US-CO,13,Group-1,"La Plata County, Colorado, United States"
11893,6/23/2021,7/7/2021,12.28290637,Undetermined,44.42941,-105.3597,WYCPC,Unknown,US-WY,,,"Campbell County, Wyoming, United States"
11894,6/24/2021,7/2/2021,3.3,Natural,40.09502,-119.7388,NVSFC,Timber,US-NV,8,Group-1,"Washoe County, Nevada, United States"
11895,6/24/2021,7/8/2021,1259,Natural,34.42525,-113.9017,AZPDC,Unknown,US-AZ,,,"County Highway 133, Mohave County, Arizona, United States"
11896,6/25/2021,7/9/2021,26310.17945,Natural,41.47654,-122.309,CARICC,Unknown,US-CA,,,"Forest Route 42N15, Hotlum, Siskiyou County, California, United States"
11897,6/25/2021,7/19/2021,4,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,24,Group-2,"Itasca County, Minnesota, United States"
11898,6/24/2021,7/16/2021,495.67,Natural,35.95878,-113.9394,AZPDC,Grass-Shrub,US-AZ,22,Group-2,"Mohave County, Arizona, United States"
11899,6/15/2021,6/29/2021,95.71479201,Natural,63.858267,-148.91016,AKNFDC,Unknown,US-AK,,,"Healy Spur Road, Healy, Denali, Alaska, United States"
11900,6/19/2021,6/30/2021,0.21502307,Human,41.61312,-118.447,NVCNC,Grass,US-NV,11,Group-1,"Denio-Adel Road, Humboldt County, Nevada, United States"
11901,6/16/2021,6/26/2021,0.09229862,Human,40.16206,-116.6075,NVCNC,Brush,US-NV,10,Group-1,"Lander County, Nevada, United States"
11902,6/23/2021,7/19/2021,1.15,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,26,Group-2,"Itasca County, Minnesota, United States"
11903,6/23/2021,6/25/2021,1,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,2,Group-1,"Itasca County, Minnesota, United States"
11904,6/19/2021,7/11/2021,0.1,Natural,37.22751,-108.6346,CODRC,Brush,US-CO,22,Group-2,"Montezuma County, Colorado, United States"
11905,6/25/2021,7/9/2021,7.244445684,Human,43.94378,-119.0866,ORBIC,Grass-Shrub,US-OR,14,Group-1,"Harney County, Oregon, United States"
11906,5/7/2021,5/21/2021,58.9,Natural,63.8665,-148.75295,AKNFDC,Unknown,US-AK,,,"Denali, Alaska, United States"
11907,6/25/2021,7/9/2021,4.94998243,Human,43.44048,-118.9889,ORBIC,Unknown,US-OR,14,Group-1,"31925, Sunset Valley Road, Harney County, Oregon, 97720, United States"
11908,6/25/2021,7/20/2021,0.1,Natural,43.44844,-120.9236,ORLFC,Unknown,US-OR,25,Group-2,"Lake County, Oregon, United States"
11909,6/22/2021,7/6/2021,1,Human,47.57047697,-93.74467364,MNMNCC,Grass-Shrub,US-MN,,,"Itasca County, Minnesota, United States"
11910,6/23/2021,6/29/2021,2.03,Natural,44.01927,-118.2167,ORBIC,Unknown,US-OR,6,Group-1,"Malheur County, Oregon, United States"
11911,6/24/2021,6/27/2021,0.18,Natural,44.08978,-103.3766,SDGPC,Timber,US-SD,3,Group-1,"Ridgeland Heights, Pennington County, South Dakota, United States"
11912,6/26/2021,6/26/2021,1,Undetermined,46.47705,-119.0112,WACWC,Unknown,US-WA,0,Group-1,"Thomas S. Foley Memorial Highway, Edwards, Franklin County, Washington, United States"
11913,6/26/2021,6/27/2021,5,Undetermined,46.46741,-119.019,WACWC,Unknown,US-WA,1,Group-1,"Eltopia, Franklin County, Washington, United States"
11914,6/26/2021,7/10/2021,1.25796267,Undetermined,44.2968,-106.5983,WYCPC,Unknown,US-WY,,,"I 90, Johnson County, Wyoming, United States"
11915,6/22/2021,6/28/2021,4,Undetermined,41.78429,-120.6026,CAMICC,Unknown,US-CA,6,Group-1,"46N05 Road, Modoc County, California, United States"
11916,6/25/2021,7/9/2021,43.15421385,Natural,38.27511,-109.0536,COMTC,Timber,US-CO,14,Group-1,"The Horn, Montrose County, Colorado, United States"
11917,6/25/2021,7/6/2021,1,Natural,44.24205,-119.7867,ORCOC,Unknown,US-OR,11,Group-1,"Crook County, Oregon, United States"
11918,6/27/2021,7/8/2021,0.370019602,Natural,43.96822,-119.2652,ORBIC,Timber,US-OR,11,Group-1,"Grant County, Oregon, United States"
11919,6/27/2021,7/11/2021,1700,Unknown,37.47321024,-119.7222323,CAKRCC,Unknown,US-CA,,,"5790, Creel Road, Ponderosa Basin, Mariposa County, California, 95338, United States"
11920,6/26/2021,6/28/2021,28.07534869,Human,43.5713,-117.0226,IDBDC,Grass-Shrub,US-ID,2,Group-1,"Graveyard Point Road, Owyhee County, Idaho, United States"
11921,6/25/2021,7/2/2021,0.156762252,Natural,43.92494,-119.2455,ORBIC,Timber,US-OR,7,Group-1,"Sugarloaf Road, Harney County, Oregon, United States"
11922,6/26/2021,6/26/2021,0.03,Human,61.5477,-149.7205,AKMSSC,Unknown,US-AK,0,Group-1,"10571, Kaye Lake Road, Matanuska-Susitna, Alaska, 99694, United States"
11923,6/25/2021,7/9/2021,80.04,Undetermined,33.58275,-116.4362,CARRCC,Unknown,US-CA,,,"Pines To Palms Highway, Taylor, Palm Desert, Riverside County, California, United States"
11924,6/26/2021,6/26/2021,0.09,Human,61.474178,-149.167342,AKMSSC,Unknown,US-AK,0,Group-1,"Old Glenn Highway, Matanuska-Susitna, Alaska, United States"
11925,6/26/2021,7/10/2021,12.86,Natural,44.71373,-104.5282,SDGPC,Grass,US-WY,,,"River Road, Crook County, Wyoming, United States"
11926,6/25/2021,7/12/2021,4,Undetermined,47.6182,-108.3868,MTLEC,Grass-Shrub,US-MT,17,Group-2,"Phillips County, Montana, United States"
11927,6/26/2021,6/27/2021,0.54,Human,61.5731,-149.2579,AKMSSC,Unknown,US-AK,1,Group-1,"South Trunk Road, Matanuska-Susitna, Alaska, United States"
11928,6/24/2021,7/9/2021,0.25,Natural,38.89801,-117.2234,NVCNC,Timber,US-NV,15,Group-2,"National Forest Development Road 080, Nye County, Nevada, United States"
11929,6/24/2021,7/15/2021,1.12,Natural,43.52391,-120.8438,ORLFC,Unknown,US-OR,21,Group-2,"Lake County, Oregon, United States"
11930,6/27/2021,7/17/2021,93.47952219,Undetermined,33.03503,-109.5223,AZTDC,Unknown,US-AZ,20,Group-2,"Toppys Spring, Black River Road, Graham County, Arizona, United States"
11931,6/28/2021,7/6/2021,1.61,Human,34.42223,-88.59165,MSMIC,Timber,US-MS,8,Group-1,"Natchez Trace Parkway, Lee County, Mississippi, United States"
11932,6/28/2021,7/8/2021,2.92,Human,40.60515,-118.2481,NVCNC,Grass-Shrub,US-NV,10,Group-1,"I 80;US 95, Imlay, Pershing County, Nevada, United States"
11933,6/27/2021,7/7/2021,12.61,Human,35.49083,-114.4738,AZPDC,Grass-Shrub,US-AZ,10,Group-1,"Cottonwood Road, Mohave County, Arizona, United States"
11934,6/24/2021,6/27/2021,0.06,Natural,44.68621,-104.4095,SDGPC,Timber,US-WY,3,Group-1,"Crook County, Wyoming, United States"
11936,6/25/2021,6/26/2021,0.02,Natural,44.08559,-103.6208,SDGPC,Timber,US-SD,1,Group-1,"George Frink Road, Pennington County, South Dakota, United States"
11937,6/5/2021,6/15/2021,0.00144446,Natural,42.09166,-113.9445,IDSCC,Brush,US-ID,10,Group-1,"Cassia County, Idaho, United States"
11938,6/4/2021,6/15/2021,0.1,Natural,42.07743,-113.9405,IDSCC,Brush,US-ID,11,Group-1,"Cassia County, Idaho, United States"
11939,6/4/2021,6/15/2021,0.1,Natural,42.03975,-113.8812,IDSCC,Brush,US-ID,11,Group-1,"Cassia County, Idaho, United States"
11940,6/21/2021,7/4/2021,0.660174326,Human,40.15971,-113.805,UTNUC,Grass,US-UT,13,Group-1,"Tooele County, Utah, United States"
11941,6/25/2021,6/26/2021,1,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,1,Group-1,"Itasca County, Minnesota, United States"
11942,6/25/2021,6/28/2021,1,Natural,42.35278,-122.0544,ORLFC,Timber,US-OR,3,Group-1,"Klamath County, Oregon, United States"
11943,6/21/2021,7/5/2021,10000,Unknown,47.26405595,-119.8700216,WACWC,Unknown,US-WA,,,"Martin Road Northwest, Grant County, Washington, United States"
11944,6/27/2021,7/11/2021,79.92481295,Undetermined,40.029333,-121.425833,CASIFC,Unknown,US-CA,,,"Carr Mine, Coon Hollow Creek Road, Butte County, California, United States"
11945,6/23/2021,7/7/2021,0.1,Undetermined,36.619808,-120.985674,CABECC,Unknown,US-CA,,,"26246, Panoche Road, Llanada, San Benito County, California, 95043, United States"
11946,6/24/2021,7/8/2021,32.90388319,Natural,42.26036,-121.1446,ORLFC,Grass-Shrub,US-OR,,,"Klamath County, Oregon, United States"
11947,6/28/2021,6/29/2021,1,Human,47.51043,-119.5018,WACWC,Unknown,US-WA,1,Group-1,"WA 17, Grant County, Washington, 98851, United States"
11948,6/20/2021,7/4/2021,0.1,Undetermined,40.532983,-122.124667,CARICC,Unknown,US-CA,,,"CA 44, Millville, Shasta County, California, 96062, United States"
11949,6/28/2021,7/7/2021,35.96690149,Human,34.20243,-117.2784,CASBCC,Unknown,US-CA,9,Group-1,"San Bernardino County, California, 92325, United States"
11950,6/17/2021,7/1/2021,215.8,Natural,63.574283,-141.885917,AKNFDC,Unknown,US-AK,,,"Unorganized Borough, Alaska, United States"
11951,6/16/2021,7/14/2021,67.38740447,Undetermined,37.29611,-107.7208,CODRC,Timber,US-CO,28,Group-2,"La Plata County, Colorado, United States"
11952,6/20/2021,7/4/2021,10,Natural,39.62358,-108.5797,COGJC,Unknown,US-CO,,,"Garfield County, Colorado, United States"
11953,6/28/2021,6/28/2021,0.05,Human,33.99917,-114.4568,AZPDC,Brush,US-AZ,0,Group-1,"Scott Road, Arizona, United States"
11954,6/29/2021,7/6/2021,0.19,Human,39.97054,-111.693,UTNUC,Unknown,US-UT,7,Group-1,"Camp Maple Dell (BSA), Stairway to Heaven, Utah County, Utah, 84641, United States"
11955,6/29/2021,7/7/2021,13.72,Human,34.4316,-113.3265,AZPDC,Grass-Shrub,US-AZ,8,Group-1,"Yavapai County, Arizona, United States"
11956,6/29/2021,7/1/2021,0.07,Undetermined,34.15824,-114.2912,AZPDC,Grass-Shrub,US-AZ,2,Group-1,"398, South Geronimo Avenue, Parker, Arizona, 85344, United States"
11957,6/28/2021,6/30/2021,0.03,Human,43.55292,-116.6377,IDBDC,Grass,US-ID,2,Group-1,"Canyon County, Idaho, 83686, United States"
11958,6/28/2021,7/6/2021,0.99,Natural,37.021833,-114.652333,NVECC,Grass-Shrub,US-NV,8,Group-1,"Lincoln County, Nevada, United States"
11959,6/27/2021,7/11/2021,0.1,Undetermined,38.041323,-122.020705,CASCCC,Unknown,US-CA,,,"Port Chicago Highway, Nichols, Bay Point, Contra Costa County, California, United States"
11960,6/28/2021,7/6/2021,0.1,Human,33.4005,-110.9861,AZPHC,Grass-Shrub,US-AZ,8,Group-1,"Forest Rd 287, Gila County, Arizona, United States"
11961,6/27/2021,7/11/2021,17.8,Human,64.791303,-147.376322,AKNFDC,Unknown,US-AK,14,Group-1,"Repp Road, Badger, Fairbanks North Star, Alaska, 99705, United States"
11962,6/22/2021,7/6/2021,491.1376207,Unknown,43.67134637,-120.1347892,ORWSC,Unknown,US-OR,,,"Deschutes County, Oregon, United States"
11963,6/24/2021,6/29/2021,0.5,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,5,Group-1,"Itasca County, Minnesota, United States"
11964,6/18/2021,7/2/2021,38.16677461,Natural,37.9225,-114.005556,UTCDC,Brush,US-UT,,,"Iron County, Utah, United States"
11965,6/26/2021,6/28/2021,0.1,Undetermined,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,2,Group-1,"Itasca County, Minnesota, United States"
11966,6/28/2021,7/6/2021,3,Human,34.4375,-88.52933,MSMIC,Grass,US-MS,8,Group-1,"Natchez Trace Parkway, Itawamba County, Mississippi, United States"
11967,6/28/2021,7/6/2021,157.44,Natural,37.070167,-114.737167,NVECC,Grass,US-NV,8,Group-1,"Lincoln County, Nevada, United States"
11968,6/27/2021,7/9/2021,0.001,Human,42,-114.2646,IDSCC,Grass,US-ID,12,Group-1,"Winecup Road, Cassia County, Idaho, United States"
11969,6/24/2021,7/8/2021,134.65,Undetermined,41.555617,-120.506017,CASIFC,Unknown,US-CA,,,"Puma Lane, Modoc County, California, United States"
11970,6/28/2021,7/7/2021,5,Undetermined,34.43917,-88.52517,MSMIC,Grass,US-MS,9,Group-1,"Natchez Trace Parkway, Itawamba County, Mississippi, United States"
11971,6/19/2021,6/29/2021,5.552872305,Human,62.49997,-163.4496,AKGADC,Grass-Shrub,US-AK,10,Group-1,"Unorganized Borough, Alaska, United States"
11972,6/23/2021,6/30/2021,8.1,Human,38.64787,-109.398,UTMFC,Unknown,US-UT,7,Group-1,"DayStar Adventist Academy, Castleton Road, Castle Valley, Grand County, Utah, United States"
11973,3/21/2021,5/1/2021,580.476115,Unknown,37.333736,-91.477217,MOMOC,Timber,US-MO,41,Group-3,"County Road Ee-356, Shannon County, Missouri, United States"
11974,3/8/2021,5/1/2021,762.9067704,Unknown,37.163611,-91.451389,MOMOC,Timber,US-MO,54,Group-4,"Alley, Shannon County, Missouri, United States"
11975,6/28/2021,7/12/2021,5957.012577,Natural,33.22129,-110.2246,AZPHC,Unknown,US-AZ,,,"US 70, Graham County, Arizona, United States"
11976,6/29/2021,7/13/2021,0.175307124,Natural,44.95399,-119.5317,ORJDCC,Unknown,US-OR,,,"Forest Road 22, Morrow County, Oregon, United States"
11977,6/29/2021,7/1/2021,5.9,Human,43.76221,-116.4636,IDBDC,Grass-Shrub,US-ID,2,Group-1,"7670, Emmett Highway, Eagle, Ada County, Idaho, 83616, United States"
11978,6/30/2021,6/30/2021,0.53,Human,42.96576,-114.4029,IDSCC,Unknown,US-ID,0,Group-1,"ID 75, Lincoln County, Idaho, 83352, United States"
11979,6/30/2021,7/14/2021,48.54026317,Undetermined,41.97341,-117.6235,NVCNC,Unknown,US-NV,,,"North Road, Humboldt County, Nevada, United States"
11980,6/30/2021,7/14/2021,0.1,Undetermined,45.60682,-107.4715,MTBDC,Unknown,US-MT,,,"8329, Plenty Hawk Drive, Crow Agency, Big Horn County, Montana, 59022, United States"
11981,6/29/2021,7/7/2021,8.87,Natural,37.89162,-113.8871,UTCDC,Grass-Shrub,US-UT,8,Group-1,"Iron County, Utah, United States"
11982,6/29/2021,7/6/2021,0.1,Human,39.58247,-119.7466,NVSFC,Grass-Shrub,US-NV,7,Group-1,"Kohl's, Walmart Prescription Pickup, Sparks, Washoe County, Nevada, 89436, United States"
11983,6/29/2021,7/1/2021,0.45,Natural,37.78949,-113.94,UTCDC,Brush,US-UT,2,Group-1,"West 200 North, Modena, Iron County, Utah, 84753, United States"
11984,6/29/2021,7/13/2021,4.72,Undetermined,38.68891,-119.7237,NVSFC,Unknown,US-CA,,,"Circle Peak Road, Alpine County, California, United States"
11985,6/29/2021,7/3/2021,12.31,Undetermined,31.70008,-111.5801,AZTDC,Unknown,US-AZ,4,Group-1,"Pima County, Arizona, United States"
11986,6/30/2021,6/30/2021,0.7,Human,46.5407855,-108.3748779,MTLEC,Grass,US-MT,0,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States"
11987,6/28/2021,7/12/2021,10580,Undetermined,41.665191,-122.054254,CAYICC,Unknown,US-CA,,,"Tennant Road, Penoyar, Siskiyou County, California, United States"
11988,6/29/2021,7/6/2021,6.435611132,Natural,37.24713,-112.2591,UTCDC,Grass-Shrub,US-UT,7,Group-1,"Timber Mountain Road, Kane County, Utah, United States"
11989,6/28/2021,6/30/2021,0.6,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,2,Group-1,"Pennington County, South Dakota, United States"
11990,6/25/2021,7/9/2021,1,Undetermined,44.42352,-121.8777,ORCOC,Timber,US-OR,,,"Santiam Highway, Linn County, Oregon, United States"
11991,6/23/2021,7/21/2021,1,Natural,45.12185,-114.1919,IDCIC,Unknown,US-ID,28,Group-2,"Deep Creek Road, Idaho, United States"
11992,6/27/2021,7/2/2021,10,Undetermined,46.98104,-120.3254,WACWC,Unknown,US-WA,5,Group-1,"Shale Pit Road, Kittitas County, Washington, United States"
11993,6/2/2021,6/16/2021,4,Undetermined,25.93725,-81.03736,FLFIC,Unknown,US-FL,,,"Collier County, Florida, United States"
11994,6/8/2021,6/8/2021,4,Natural,46.53394,-104.615,MTMCC,Unknown,US-MT,0,Group-1,"Fallon County, Montana, United States"
11995,6/27/2021,7/11/2021,300,Undetermined,46.99257,-118.5671,WANEC,Unknown,US-WA,,,"Adams County, Washington, United States"
11996,6/28/2021,6/28/2021,4,Natural,45.79674,-106.8073,MTMCC,Grass-Shrub,US-MT,0,Group-1,"Rosebud County, Montana, United States"
11997,5/31/2021,6/14/2021,4,Undetermined,26.0728,-81.14898,FLFIC,Unknown,US-FL,,,"Collier County, Florida, United States"
11998,5/31/2021,6/30/2021,4,Natural,29.07127,-83.39877,FLFIC,Unknown,US-FL,30,Group-3,"Wildlife Trail, Polk County, Florida, 33809, United States"
11999,6/25/2021,7/9/2021,5,Human,48.70403,-118.1845,WANEC,Unknown,US-WA,,,"Jackknife Lookout Road, Ferry County, Washington, United States"
12000,6/15/2021,6/23/2021,4,Natural,46.75201,-107.6048,MTMCC,Grass,US-MT,8,Group-1,"Rosebud County, Montana, United States"
12001,6/24/2021,7/8/2021,30,Undetermined,45.93696,-108.0877,MTBDC,Unknown,US-MT,,,"2101, South 22nd Road, Yellowstone County, Montana, 59006, United States"
12002,6/27/2021,7/11/2021,1,Undetermined,48.44057,-115.9504,MTKDC,Unknown,US-MT,,,"Callahan Creek Road, Lincoln County, Montana, United States"
12003,6/5/2021,6/29/2021,4,Human,30.201,-82.454833,FLFIC,Brush,US-FL,24,Group-2,"US Highway 90, Columbia County, Florida, 32027, United States"
12004,6/27/2021,7/1/2021,178.3,Human,37.70929,-113.6548,UTCDC,Unknown,US-UT,4,Group-1,"46, West 200 North, Cedar City, Iron County, Utah, 84714, United States"
12005,6/29/2021,7/13/2021,2791.565441,Natural,34.06829,-111.8415,AZPHC,Unknown,US-AZ,,,"[FR 300], Yavapai County, Arizona, United States"
12006,6/29/2021,7/13/2021,5798.096516,Undetermined,45.49026,-121.0059,ORCOC,Unknown,US-OR,,,"Wasco County, Oregon, United States"
