OBJECTID,Date_Start,Date_Finish,Acres,FireCause,Lat,Long,DispatchCenterID,PredominantFuelGroup,State,Fire_Duration,Fire_Duration_Group,Address,URLAddress,tempmax,tempmin,temp,humidity,precip,windspeed,pressure,visibility,solarradiation,conditions
,3/24/2020,,,,42.317362,-71.206508,,,US-MA,,,2461,2461,45.7,33.4,39.1,43.36,0.03,15.2,1029.1,20.9,308.3,Rain
,7/2/2020,,,,35.989146,-77.842675,,,US-NC,,,27804,27804,88.2,70.4,78,76.84,0,9.5,1011.9,8.7,455.9,Partially cloudy
,7/1/2020,,,,43.12648,-110.411256,,,US-WY,,,82922,82922,64,36.8,49.2,72,0.01,26,1015,9.9,464.3,"Rain, Partially cloudy"
,5/12/2020,,,,35.472097,-80.900358,,,US-NC,,,28031,28031,64.3,39.6,52.1,51.81,0,9.1,1023.7,9.9,357.5,Partially cloudy
,6/7/2020,,,,40.12907,-84.353716,,,US-OH,,,45318,45318,80.5,58.9,70.3,43.8,0,8.7,1017.6,9,478.9,Clear
,6/19/2020,,,,33.053006,-116.850651,,,US-CA,,,92065,92065,77.9,57.3,63.8,76.09,0,12.7,1012.9,9.5,477.1,Partially cloudy
,6/8/2020,,,,38.929549,-90.38534,,,US-MO,,,63373,63373,91,69.3,81.3,51.84,0,16.9,1009.4,9.9,299.7,Clear
,6/2/2020,,,,34.765246,-86.226525,,,US-AL,,,35774,35774,87.2,63.9,75.3,79.08,0,8.6,1019.5,9.8,479.1,Partially cloudy
,3/21/2020,,,,32.764096,-98.276879,,,US-TX,,,76484,76484,61.7,37.9,47.7,77.47,0.15,11.5,1026.9,9.2,415.5,"Rain, Partially cloudy"
,4/29/2020,,,,45.448633,-88.283014,,,US-WI,,,54104,54104,46.5,42,43.7,87.23,0.37,21.3,1007.6,8,70.3,"Rain, Overcast"
,7/8/2020,,,,41.439931,-91.064259,,,US-IA,,,52761,52761,90.8,71.4,80.6,71.92,0.69,14.4,1012.3,9.7,431.1,Rain
,4/4/2020,,,,37.417206,-95.695818,,,US-KS,,,66757,66757,41.8,32.9,37.1,85.52,0,14.3,1021.7,9.5,91.5,Overcast
,7/6/2020,,,,46.035752,-99.293167,,,US-ND,,,58413,58413,81.4,64.9,72.4,75.25,0.03,16.3,,9.3,428.4,Rain
,3/23/2020,,,,32.2952,-81.229931,,,US-GA,,,31326,31326,75.3,58.8,64.6,83.31,0,9.1,1022.9,8,248.2,Partially cloudy
,4/9/2020,,,,32.079259,-110.898921,,,US-AZ,,,85756,85756,72.7,50.7,61.4,35.62,0,12.5,1015.2,9.9,482.2,Clear
,3/15/2020,,,,39.868546,-95.941994,,,US-KS,,,66522,66522,36,33.2,34.8,80.01,0,12.8,1034,9.9,55,Overcast
,6/10/2020,,,,35.907253,-96.577983,,,US-OK,,,74068,74068,82.9,60.3,70.5,43.49,0,25.2,,9.9,484.7,Clear
,4/8/2020,,,,30.079431,-95.932255,,,US-TX,,,77484,77484,86.8,72.7,78.4,80.54,0,8.4,1011.9,7,299.9,Partially cloudy
,4/3/2020,,,,30.046777,-95.221022,,,US-TX,,,77339,77339,81.7,64.9,71.5,79.07,0.49,13.4,1013.5,9.3,317.3,"Rain, Partially cloudy"
,5/20/2020,,,,41.156495,-73.938239,,,US-NY,,,10920,10920,63.7,47.3,54.8,46.2,0,14.4,1030,9.9,351.9,Clear
,6/1/2020,,,,39.252392,-94.879551,,,US-KS,,,66043,66043,84.4,67,75.7,63.06,0,21.2,1017.8,9.9,525.2,Partially cloudy
,4/26/2020,,,,43.250367,-94.058607,,,US-IA,,,50480,50480,68,40.7,55.7,60.7,0,15,1018.4,9.5,351.6,Partially cloudy
,4/13/2020,,,,40.701954,-73.942358,,,US-NY,,,11206,11206,65.9,53.7,58.4,85.17,1.29,18.9,1007.7,6.9,30.1,"Rain, Partially cloudy"
,4/1/2020,,,,42.006696,-84.175236,,,US-MI,,,49265,49265,47.8,39.3,42.6,83.74,0.03,9.9,1017,9.2,109.3,"Rain, Overcast"
,5/26/2020,,,,36.371209,-76.055514,,,US-NC,,,27973,27973,67.7,59.8,62.2,97.3,0.01,9.3,1021.5,5.3,279.2,"Rain, Overcast"
,3/18/2020,,,,40.778883,-77.841371,,,US-PA,,,16801,16801,51.4,29.7,41.3,64.63,0.29,9.4,1028.1,9.1,340.7,Rain
,6/11/2020,,,,39.848281,-75.377981,,,US-PA,,,19013,19013,79.4,72.9,76.5,81.43,0.75,16.5,1015.6,9.4,114.8,"Rain, Partially cloudy"
,5/26/2020,,,,39.207743,-80.402248,,,US-WV,,,26451,26451,89.3,59.9,75.7,54.65,0,10.8,1018.4,9.7,418.6,Clear
,4/7/2020,,,,43.305031,-98.37432,,,US-SD,,,57313,57313,73.1,50,60.9,59.8,0,13.9,1005.4,9.6,472.7,Clear
,7/8/2020,,,,37.293533,-82.262524,,,US-VA,,,24607,24607,84.6,66.4,75.7,67.47,0,7,,9.9,395.5,Partially cloudy
,3/20/2020,,,,31.767574,-96.559327,,,US-TX,,,76686,76686,70.3,49.2,58.7,89.37,0.47,15.4,1024.3,9.9,68.2,"Rain, Partially cloudy"
,6/8/2020,,,,33.663063,-94.997258,,,US-TX,,,75426,75426,90.6,71.7,81,69.95,0,12.2,1004.8,9.8,423.9,Clear
,6/22/2020,,,,40.294093,-76.974481,,,US-PA,,,17025,17025,91.3,69.1,78.9,68.94,0.08,10.8,1013.6,9.8,337.5,"Rain, Partially cloudy"
,3/24/2020,,,,33.532699,-112.221063,,,US-AZ,,,85303,85303,75.5,51.4,63.8,46.34,0,9.3,1016.4,9.9,392.1,Clear
,5/25/2020,,,,36.875804,-97.973133,,,US-OK,,,73771,73771,70.8,61.3,66.5,92.95,0.12,16,1009.7,9.2,200.2,"Rain, Partially cloudy"
,6/23/2020,,,,41.055286,-83.303003,,,US-OH,,,44853,44853,76.2,65.2,72.4,71.06,0.39,24.2,1005.2,9.2,400.7,"Rain, Partially cloudy"
,4/20/2020,,,,34.373805,-81.963361,,,US-SC,,,29370,29370,68.6,52.1,58,84.15,0.76,11.2,1005.7,7.4,154.4,"Rain, Partially cloudy"
,3/13/2020,,,,35.197014,-99.452704,,,US-OK,,,73627,73627,55.6,39.7,44,84.68,0.17,22.4,1018.6,7,57.2,"Rain, Partially cloudy"
,4/1/2020,,,,34.062148,-118.315889,,,US-CA,,,90010,90010,72.3,59.2,64.5,67.04,0,10.6,1010.7,8.8,474,Partially cloudy
,5/7/2020,,,,39.9871,-78.093362,,,US-PA,,,17228,17228,62.3,35.2,49.8,53.68,0,19.3,1012.1,9.8,468.7,Partially cloudy
,5/9/2020,,,,41.445182,-105.161358,,,US-WY,,,82061,82061,48.2,35.1,40.9,61.6,0.01,21.7,1022.5,9.9,511.5,"Rain, Partially cloudy"
,6/11/2020,,,,37.504514,-122.032916,,,US-CA,,,94560,94560,82.5,58.2,68.2,64.64,0,17.3,1015.6,9.9,327.3,Partially cloudy
,5/20/2020,,,,42.593741,-110.830763,,,US-WY,,,83126,83126,52.7,37.3,43.6,69.03,0,22.9,1007.1,9.9,283.9,Partially cloudy
,3/17/2020,,,,41.434129,-84.254322,,,US-OH,,,43555,43555,50.1,33.9,41.9,69.09,0,12.4,1023.2,8.9,186.7,Partially cloudy
,4/28/2020,,,,40.564167,-82.760333,,,US-OH,,,43338,43338,68.8,47.3,57.6,71.04,0.11,11.2,1014.9,9.8,226.9,"Rain, Partially cloudy"
,7/14/2020,,,,40.347382,-79.611245,,,US-PA,,,15644,15644,81,59.9,71.3,64.09,0,7.4,1018.2,9.7,400.9,Partially cloudy
,5/7/2020,,,,39.970889,-82.517382,,,US-OH,,,43025,43025,67.7,33.1,52.1,52.55,0,22.2,1013.9,9.9,392.3,Partially cloudy
,6/12/2020,,,,45.582257,-84.460476,,,US-MI,,,49721,49721,57.1,41.8,48.3,69.11,0,13.2,1025.3,9.9,454.9,Partially cloudy
,5/18/2020,,,,33.873402,-78.666957,,,US-SC,,,29566,29566,82.1,70.9,74.5,84.46,0.01,11.4,1011,9.9,271.9,"Rain, Partially cloudy"
,5/26/2020,,,,37.628187,-97.499679,,,US-KS,,,67227,67227,72.9,58.2,64,76.56,0.17,20,1010.4,9.6,240.7,"Rain, Partially cloudy"
,7/9/2020,,,,45.236119,-92.227501,,,US-WI,,,54005,54005,75,65.7,71,83.23,0.31,12.8,,9.7,181.4,"Rain, Partially cloudy"
,4/15/2020,,,,42.382,-104.759567,,,US-WY,,,82215,82215,47.6,23.4,33.9,66.65,0.01,25.1,1017.2,9.9,382.5,"Rain, Partially cloudy"
,6/10/2020,,,,40.089651,-74.892183,,,US-PA,,,19021,19021,91.1,71.1,81.4,67.62,0,12,1013.8,9.9,462.5,Clear
,3/13/2020,,,,47.273147,-122.764515,,,US-WA,,,98349,98349,37.4,33.8,35.8,91.47,0.34,14.3,1010,7.9,73.4,"Rain, Partially cloudy"
,7/7/2020,,,,38.682188,-90.239975,,,US-MO,,,63115,63115,92.4,74.5,83.4,71.26,0.32,10.5,1013.7,9.5,365.1,"Rain, Partially cloudy"
,5/11/2020,,,,45.253055,-93.991526,,,US-MN,,,55358,55358,54.4,36.4,46,43.55,0,10.3,1025.1,9.9,415.6,Partially cloudy
,7/9/2020,,,,40.039411,-79.654384,,,US-PA,,,15430,15430,91.8,69.8,80.4,67.48,0.09,7.1,1013.6,9.3,385.3,"Rain, Partially cloudy"
,6/3/2020,,,,40.101778,-75.651066,,,US-PA,,,19425,19425,84.2,60.5,70.7,74.77,0.31,9.1,1006.2,9.2,298.3,Rain
,6/22/2020,,,,36.547476,-81.410356,,,US-NC,,,28631,28631,78.4,61.8,70.1,71.29,0,12.2,,9.6,480.6,Partially cloudy
,3/31/2020,,,,41.234983,-96.11845,,,US-NE,,,68144,68144,68.3,44.3,57.5,42.22,0,8.1,1015.9,9.9,244.5,Partially cloudy
,7/16/2020,,,,31.770118,-83.856468,,,US-GA,,,31796,31796,95.5,73.2,82.5,73.98,0,6.8,1019.5,9.3,448.9,Clear
,4/18/2020,,,,26.58002,-80.072282,,,US-FL,,,33462,33462,87.8,73.4,78.8,81.55,1.25,15.9,1017,9.4,320.6,"Rain, Partially cloudy"
,6/11/2020,,,,43.022217,-94.863371,,,US-IA,,,50515,50515,81.5,54,68.5,52.89,0,20.9,1019,9.9,489,Clear
,7/18/2020,,,,43.158733,-93.012018,,,US-IA,,,50458,50458,90.5,69.3,80.5,85.78,0.24,18.7,1008.2,9.4,422.8,"Rain, Partially cloudy"
,5/17/2020,,,,42.58367,-76.387923,,,US-NY,,,13073,13073,72.5,41.7,56.7,78.61,0,10.5,1022.6,9.4,373.4,Partially cloudy
,5/25/2020,,,,42.243291,-83.181258,,,US-MI,,,48146,48146,83.9,64.2,74.1,73.52,0,9.7,1016.3,9.3,277.1,Partially cloudy
,4/13/2020,,,,39.134832,-95.623239,,,US-KS,,,66617,66617,46,28.1,36.8,48.51,0,17.1,1023.4,9.9,487.3,Clear
,7/19/2020,,,,34.598636,-93.153438,,,US-AR,,,71956,71956,94.4,73.3,84.3,69.61,0,7.4,1015.5,9.9,473.5,Clear
,7/14/2020,,,,42.337078,-88.044326,,,US-IL,,,60030,60030,82.2,63.1,74.5,66.86,0,14.9,1015.4,9.9,383.8,Clear
,5/19/2020,,,,40.663724,-82.61444,,,US-OH,,,44904,44904,65.6,54.9,60.7,81.95,0.59,20.1,1014.1,8.4,162.3,"Rain, Partially cloudy"
,4/18/2020,,,,38.378397,-88.731915,,,US-IL,,,62814,62814,58.6,28.9,44.6,64.87,0,13,1019.2,9,397.4,Clear
,6/17/2020,,,,37.596759,-95.254823,,,US-KS,,,66733,66733,90.8,69.4,80.2,63.59,0,16.6,1015.5,9.9,,Clear
,4/14/2020,,,,47.756974,-94.498076,,,US-MN,,,56630,56630,22.2,9.6,16.7,63.56,0,10.1,,9.6,405.1,Partially cloudy
,7/3/2020,,,,29.909513,-95.651476,,,US-TX,,,77095,77095,94,77.3,84.3,70.31,0,15.2,1014.7,9.1,392.5,Partially cloudy
,4/16/2020,,,,40.939105,-90.310833,,,US-IL,,,61430,61430,42.5,23.6,33.7,59.12,0.22,7.9,1025.9,9.2,128.1,"Snow, Partially cloudy"
,3/20/2020,,,,42.019219,-78.063617,,,US-NY,,,14708,14708,65.2,32.2,53.4,86.82,0.41,29.2,1012,8.8,178.1,"Rain, Partially cloudy"
,7/2/2020,,,,43.355785,-85.351226,,,US-MI,,,49322,49322,90.7,63.4,77.8,59.25,0,9.3,1016.3,9.9,409.2,Clear
,5/12/2020,,,,39.73228,-103.101271,,,US-CO,,,80801,80801,54.7,33.4,42.1,84.21,0,26.9,1013.9,8,129.5,Partially cloudy
,6/26/2020,,,,39.072665,-84.965538,,,US-IN,,,47001,47001,84,63.8,74.7,69.36,0.19,12.4,1016.7,9.3,338.6,"Rain, Partially cloudy"
,4/18/2020,,,,45.789598,-102.71762,,,US-SD,,,57640,57640,53,30.2,42.8,54.34,0,17.8,1009.4,9.9,319.4,Partially cloudy
,5/27/2020,,,,43.816634,-72.094295,,,US-NH,,,3768,3768,70.4,46.9,58.3,77.81,0.29,8.9,1021.9,7.7,317,"Rain, Partially cloudy"
,6/15/2020,,,,34.083016,-117.073317,,,US-CA,,,92359,92359,81.8,47.9,65.1,50.56,0,13.1,1012.2,9.9,534.1,Clear
,4/18/2020,,,,41.852843,-75.021754,,,US-NY,,,12736,12736,40,31,35,82.29,0.24,13.2,1010.3,7,174.6,"Snow, Partially cloudy"
,6/2/2020,,,,47.127782,-101.14292,,,US-ND,,,58530,58530,82.5,57.5,69.3,47.45,0,21.2,1013.1,9.8,410.9,Clear
,5/19/2020,,,,41.380918,-99.631719,,,US-NE,,,68822,68822,71.1,44.1,56.6,79.09,0,13.9,1014.8,9.2,503.9,Partially cloudy
,3/22/2020,,,,39.021433,-76.980774,,,US-MD,,,20903,20903,51.2,37.4,44.9,49.21,0,15.7,1034.2,9.9,323.5,Partially cloudy
,6/27/2020,,,,33.431905,-112.196998,,,US-AZ,,,85043,85043,104.9,81.7,94.9,15.31,0,16.3,1005.4,9.9,341.2,Clear
,7/19/2020,,,,34.448024,-119.616984,,,US-CA,,,93108,93108,71.6,55.8,63,80.46,0,15.8,1014.2,9.3,410.3,Partially cloudy
,7/6/2020,,,,42.793838,-94.295665,,,US-IA,,,50582,50582,88.7,67.8,77.3,78.61,0.02,10.4,1017.8,9.3,,Rain
,6/6/2020,,,,30.332207,-81.582792,,,US-FL,,,32211,32211,79.5,73.1,76.3,87.09,0.42,10.2,1016.4,8.9,176,"Rain, Partially cloudy"
,7/16/2020,,,,35.174229,-84.621319,,,US-TN,,,37307,37307,92.4,71.6,82.2,70.65,0,8.4,1018.6,9.7,467.6,Partially cloudy
,6/7/2020,,,,48.864419,-122.619419,,,US-WA,,,98248,98248,64.2,50,57.1,68.69,0.02,13.5,1014,15,448.8,"Rain, Partially cloudy"
,4/9/2020,,,,39.787628,-104.838551,,,US-CO,,,80239,80239,55.7,32.6,44.7,61.43,0,14.3,1017.3,9.9,411.6,Partially cloudy
,5/9/2020,,,,35.407057,-83.316777,,,US-NC,,,28789,28789,58,36.8,46.6,50.62,0.03,10,,9.9,340.7,Rain
,4/28/2020,,,,37.564932,-82.951718,,,US-KY,,,41632,41632,71.5,50.5,60.3,52.21,0,9.4,1017.5,9.9,228.1,Partially cloudy
,4/8/2020,,,,31.597231,-108.354977,,,US-NM,,,88040,88040,77,39.8,60.8,41.19,0,17.2,1014,9.9,513.9,Clear
,5/13/2020,,,,41.297908,-75.359362,,,US-PA,,,18445,18445,56.6,27.6,42.8,51.38,0,14.4,1025.1,9.9,432.4,Clear
,6/29/2020,,,,40.17754,-83.094187,,,US-OH,,,43065,43065,86.8,66.1,77.5,66.19,0.05,7.4,1013.4,9.9,452.6,"Rain, Partially cloudy"
,5/30/2020,,,,31.189344,-90.384302,,,US-MS,,,39648,39648,87.2,70.1,78.5,66.37,0,10.2,1017.3,9.9,364.9,Partially cloudy
,7/7/2020,,,,42.074795,-102.109845,,,US-NE,,,69335,69335,99.5,63.2,80.3,42.55,0,29.2,1006.7,9.9,487.4,Clear
,6/21/2020,,,,41.478971,-87.734059,,,US-IL,,,60471,60471,80,68,73.5,79.57,0,11.6,1011,9.8,260.8,Partially cloudy
,7/11/2020,,,,36.694598,-106.669448,,,US-NM,,,87551,87551,92.7,48.2,72.2,16.88,0,17.2,,9.9,543.7,Clear
,5/23/2020,,,,30.936006,-97.934579,,,US-TX,,,78608,78608,90.5,73.2,81.7,69.98,0,19.4,1010,9.8,369.8,Partially cloudy
,6/9/2020,,,,42.920205,-85.838844,,,US-MI,,,49428,49428,92.6,63.1,76.9,58.22,0.51,20.2,1007,9.6,372.2,"Rain, Partially cloudy"
,3/24/2020,,,,37.059106,-83.01476,,,US-KY,,,41821,41821,53.4,44.8,49.3,93.07,0.48,9.1,1016,7.4,82.8,"Rain, Partially cloudy"
,6/20/2020,,,,28.454034,-99.917847,,,US-TX,,,78834,78834,96.7,75.1,85.8,62.54,0,15,1012.9,9.9,,Partially cloudy
,5/20/2020,,,,35.183623,-87.792739,,,US-TN,,,38450,38450,73.9,52.8,63.5,80.03,0.01,8,1012.1,8.8,249.9,"Rain, Partially cloudy"
,3/25/2020,,,,39.719105,-88.840528,,,US-IL,,,61925,61925,56.9,38.8,46,59.33,0,14.4,1014.2,5.2,167.4,Partially cloudy
,3/14/2020,,,,39.613005,-104.877957,,,US-CO,,,80111,80111,51,29.8,37.8,69.74,0,20.3,1018.7,9.9,385.3,Partially cloudy
,4/3/2020,,,,38.001895,-96.235303,,,US-KS,,,66853,66853,40,28.5,32.7,86.77,0.05,19.3,1021.2,7.4,194.7,"Rain, Partially cloudy"
,7/7/2020,,,,43.420751,-98.953012,,,US-SD,,,57369,57369,88.7,63.9,76.2,77.94,1.21,25.1,1011,9.7,456.4,"Rain, Partially cloudy"
,6/11/2020,,,,47.024361,-97.468653,,,US-ND,,,58007,58007,78.4,53.3,66.5,54.15,0,16.9,1015.6,9.9,481.5,Clear
,4/17/2020,,,,48.578152,-110.105784,,,US-MT,,,59532,59532,63.6,32.9,47.4,41.96,0,27.1,1009.5,22.8,380.8,Partially cloudy
,5/23/2020,,,,38.110937,-86.915134,,,US-IN,,,47579,47579,87.2,64.3,74.5,78.78,0,13.6,1014,9.9,398.7,Partially cloudy
,5/30/2020,,,,41.605804,-90.847235,,,US-IA,,,52769,52769,73.4,49.8,62.8,59.24,0,13.2,1022.7,9.9,437.5,Clear
,7/1/2020,,,,33.090085,-96.740008,,,US-TX,,,75025,75025,93.1,80,85.8,69.7,0,16.3,1009.6,9.9,449.7,Partially cloudy
,3/30/2020,,,,30.758721,-83.319023,,,US-GA,,,31601,31601,87.2,62.9,74.5,64.08,0,13.7,1019.1,7.6,371.4,Clear
,7/12/2020,,,,60.752577,-150.629096,,,US-AK,,,99672,99672,58.3,52.9,55,84.9,0.35,11.6,1011.9,9.4,186.6,"Rain, Partially cloudy"
,3/30/2020,,,,43.609971,-116.529134,,,US-ID,,,83687,83687,57.1,41,48.7,75.16,0.01,15.2,1015.6,9.8,117.2,"Rain, Partially cloudy"
,3/12/2020,,,,39.486629,-80.307759,,,US-WV,,,26572,26572,71.4,41.9,55.4,66.33,0.03,13.5,1013.4,6.3,406.1,"Rain, Partially cloudy"
,5/26/2020,,,,47.092564,-88.582649,,,US-MI,,,49921,49921,81.7,58.1,66.1,85.74,0.63,10.8,1012.2,4.8,243.5,Rain
,3/24/2020,,,,42.240155,-85.908075,,,US-MI,,,49079,49079,43.9,29.1,36.7,76.07,0,9,1020.9,9,244.9,Partially cloudy
,5/26/2020,,,,38.81891,-104.838348,,,US-CO,,,80905,80905,75.3,38.5,59.6,42.31,0,14.5,1014.1,9.9,485.5,Partially cloudy
,3/29/2020,,,,43.417721,-71.990609,,,US-NH,,,3257,3257,39.2,25.2,34.9,59.05,0,23,1020.8,7.8,,Partially cloudy
,7/9/2020,,,,40.072495,-75.171824,,,US-PA,,,19150,19150,89.4,70,79.7,76.67,0,9.4,1015.2,9,333.1,Partially cloudy
,7/17/2020,,,,45.491698,-96.066223,,,US-MN,,,56207,56207,89.8,61.3,77.8,76.36,0,16.8,,9.5,455.8,Clear
,7/7/2020,,,,40.453191,-79.899497,,,US-PA,,,15208,15208,92.7,67.6,78.7,65.42,0.17,13.8,1016,9.2,271.2,"Rain, Partially cloudy"
,5/27/2020,,,,43.596986,-72.359722,,,US-VT,,,5052,5052,66.7,52.2,58.3,67.66,0.15,17.6,1026.1,13.5,216,Rain
,6/10/2020,,,,33.647763,-117.919761,,,US-CA,,,92627,92627,90.2,67.9,79.8,27.05,0,10.4,1013.2,9.9,370.2,Partially cloudy
,6/21/2020,,,,38.933552,-81.24588,,,US-WV,,,26141,26141,88.6,64,76.1,73.51,0,5.8,1014.1,9.6,396.8,Clear
,6/19/2020,,,,41.046823,-85.088361,,,US-IN,,,46806,46806,89,61.9,76.3,56.06,0,4.6,1016.5,9.9,414.3,Partially cloudy
,6/21/2020,,,,37.687549,-97.173806,,,US-KS,,,67230,67230,89.1,66.6,77.1,71.75,0.12,21.2,1010.5,9.6,425.2,Rain
,4/20/2020,,,,40.931094,-75.673779,,,US-PA,,,18229,18229,54.8,38.4,46.2,49.91,0,11.4,1004.6,9.9,341.5,Clear
,4/19/2020,,,,35.281036,-92.685033,,,US-AR,,,72156,72156,59.3,49.7,54.2,89.51,0.55,6.4,1008.5,8,97.6,"Rain, Partially cloudy"
,7/18/2020,,,,39.951286,-95.34244,,,US-KS,,,66094,66094,92.7,78,84.6,71.07,0,18.3,1009.6,9.9,417.9,Clear
,6/22/2020,,,,43.920384,-91.950764,,,US-MN,,,55979,55979,67.5,62,64.3,89.61,0.23,6.6,1010.6,9.4,58,"Rain, Partially cloudy"
,3/15/2020,,,,44.958311,-93.374096,,,US-MN,,,55426,55426,39.2,20.5,30.9,60.95,0,13.1,1037,9.9,361.3,Partially cloudy
,4/25/2020,,,,41.323197,-84.877756,,,US-IN,,,46785,46785,50.6,43.5,47.1,83.83,0.22,18.2,1012.8,8.3,219.9,"Rain, Partially cloudy"
,3/27/2020,,,,39.453066,-91.994965,,,US-MO,,,65275,65275,69.3,50.8,58.4,90.67,0.84,12.6,1004.5,5.4,174.2,"Rain, Partially cloudy"
,4/16/2020,,,,42.340261,-89.086492,,,US-IL,,,61103,61103,45.8,24,36.2,47.66,0,14.5,1025.7,9.9,148.5,Partially cloudy
,4/17/2020,,,,36.316298,-117.592333,,,US-CA,,,93522,93522,76.6,59.2,66.1,47.44,0.05,18.3,1011.2,9.7,185.3,Rain
,7/17/2020,,,,44.66254,-88.270904,,,US-WI,,,54162,54162,86.5,64.4,76.1,71.77,0,8.6,1016.7,9.9,406.6,Clear
,5/6/2020,,,,37.278539,-87.511771,,,US-KY,,,42410,42410,60.9,47.2,53.3,63.9,0.12,19.3,1018.2,9.6,384.9,"Rain, Partially cloudy"
,4/28/2020,,,,39.910756,-88.565713,,,US-IL,,,61813,61813,76,52.2,63.6,72.71,1.19,20.1,1010.2,9.2,302.4,Rain
,6/25/2020,,,,28.044636,-81.623893,,,US-FL,,,33851,33851,96.1,76.7,85.4,66.07,0.03,16.9,1019.4,9.9,441.8,Rain
,4/28/2020,,,,26.1126,-80.227875,,,US-FL,,,33317,33317,81.6,66.1,75.3,58.61,0,14.7,1019.9,9.9,483.9,Partially cloudy
,6/18/2020,,,,39.44552,-104.853001,,,US-CO,,,80108,80108,69.5,52.7,60.9,39.31,0,14.5,1015.3,9.9,440.5,Partially cloudy
,7/10/2020,,,,40.794895,-73.070328,,,US-NY,,,11741,11741,79.1,73.1,75.4,95.27,0.6,25.1,1011.6,7.6,127.7,"Rain, Partially cloudy"
,5/4/2020,,,,40.485917,-75.74323,,,US-PA,,,19511,19511,69.8,50.9,62,46.58,0,22.2,1007.7,9.9,334.3,Partially cloudy
,6/29/2020,,,,41.499247,-72.975634,,,US-CT,,,6712,6712,65.3,56.3,59.7,89.66,1.4,5.6,1015.4,4.8,173.9,Rain
,4/5/2020,,,,44.774921,-74.657566,,,US-NY,,,12967,12967,50.4,36.9,45.8,80.03,0.01,10.3,1016.2,39.1,91.6,"Rain, Partially cloudy"
,5/12/2020,,,,38.565884,-91.244062,,,US-MO,,,63068,63068,53.4,46.3,50.3,72.27,0.06,9.4,1023.9,9.4,116.3,"Rain, Partially cloudy"
,4/16/2020,,,,36.884888,-76.31027,,,US-VA,,,23508,23508,57.5,38.9,49.5,61.98,0,14,1021.6,9.9,488.4,Clear
,5/21/2020,,,,32.995473,-88.59638,,,US-MS,,,39361,39361,80.7,56.7,69.5,80.61,0.01,6.5,1014.9,9.5,245.7,"Rain, Partially cloudy"
,3/21/2020,,,,36.174072,-79.992233,,,US-NC,,,27310,27310,70.6,53.3,62.7,81.85,0.11,16.3,1021.6,9.7,318.4,"Rain, Partially cloudy"
,7/8/2020,,,,41.306095,-78.066377,,,US-PA,,,15861,15861,90.5,67.1,77.2,69.44,0.03,7.6,1015.2,9,328.8,"Rain, Partially cloudy"
,7/18/2020,,,,34.07342,-118.015345,,,US-CA,,,91732,91732,82,63.8,71.7,65.25,0,9.8,1014.4,9.9,507.3,Clear
,5/9/2020,,,,38.480395,-118.637507,,,US-NV,,,89415,89415,80.1,35.1,57.2,34.38,0,17.2,1013,9.9,593,Clear
,7/17/2020,,,,37.404644,-92.746951,,,US-MO,,,65713,65713,85,72.3,78.2,77.39,0.18,10.4,1018,9.8,137.3,Rain
,3/28/2020,,,,38.085516,-81.061427,,,US-WV,,,25862,25862,84.4,62.2,72.1,54.48,0,12.8,1009.7,9.9,362.2,Clear
,4/9/2020,,,,38.787814,-77.278973,,,US-VA,,,22015,22015,73,49,57.7,62.24,0.11,30.3,997.8,9.9,303.2,Rain
,4/25/2020,,,,31.959701,-97.330421,,,US-TX,,,76692,76692,75.3,53,64.4,59.28,0,14.9,1016.8,9.5,480.9,Clear
,4/27/2020,,,,32.090302,-84.310735,,,US-GA,,,31719,31719,77.2,47.3,61.9,51.93,0,11.9,1022.1,9.6,503.4,Clear
,4/5/2020,,,,42.721347,-84.56083,,,US-MI,,,48921,48921,54,33.2,42.1,63.76,0,11,1021.9,9.9,242.7,Partially cloudy
,5/28/2020,,,,45.749634,-92.002023,,,US-WI,,,54871,54871,74.6,57.4,64.7,58.52,0.03,17.5,,9.4,454.6,"Rain, Partially cloudy"
,6/18/2020,,,,39.070329,-86.507227,,,US-IN,,,47458,47458,85.8,60.2,73.6,61.06,0,9.9,1016.9,9.9,418,Partially cloudy
,5/18/2020,,,,30.340961,-81.734788,,,US-FL,,,32254,32254,89.7,71.3,79.6,64.53,0.05,15.4,1011.8,9.8,426.8,"Rain, Partially cloudy"
,3/18/2020,,,,38.398165,-77.704567,,,US-VA,,,22736,22736,57.9,43,51.2,57.8,0,7.5,1033.2,9.9,213.3,Partially cloudy
,4/5/2020,,,,39.212793,-99.354247,,,US-KS,,,67663,67663,57.1,27.9,42.8,76.57,0,16.6,1015.5,8.3,330.4,Partially cloudy
,6/17/2020,,,,41.264859,-101.207258,,,US-NE,,,69165,69165,98,70.5,84.2,38.97,0,25.4,1004.1,9.9,,Clear
,3/24/2020,,,,34.784218,-86.745309,,,US-AL,,,35757,35757,75,56.9,64.2,87.88,2.94,18.5,1012.6,8.2,192,"Rain, Partially cloudy"
,7/1/2020,,,,36.971364,-116.744158,,,US-NV,,,89003,89003,108.8,84.3,97.2,,0,11.9,,,576.3,Clear
,5/4/2020,,,,30.793036,-90.521582,,,US-LA,,,70436,70436,84.1,59.4,72.1,76.74,0.01,9.8,1014.2,9.2,488.6,"Rain, Partially cloudy"
